Year,Country,Category,Value
2018,Ecuador,Plants,1864
2018,Ecuador,Total,2368
2018,Ecuador,Vertebrates,434
2018,Egypt,Invertebrates,56
2018,Egypt,Plants,8
2018,Egypt,Total,163
2018,Egypt,Vertebrates,99
2018,El Salvador,Invertebrates,10
2018,El Salvador,Plants,30
2018,El Salvador,Total,87
2018,El Salvador,Vertebrates,47
2018,Equatorial Guinea,Invertebrates,4
2018,Equatorial Guinea,Plants,95
2018,Equatorial Guinea,Total,185
2018,Equatorial Guinea,Vertebrates,86
2018,Eritrea,Invertebrates,58
2018,Eritrea,Plants,5
2018,Eritrea,Total,130
2018,Eritrea,Vertebrates,67
2018,Estonia,Invertebrates,7
2018,Estonia,Plants,2
2018,Estonia,Total,24
2018,Estonia,Vertebrates,15
2018,Eswatini,Invertebrates,0
2018,Eswatini,Plants,12
2018,Eswatini,Total,38
2018,Eswatini,Vertebrates,26
2018,Ethiopia,Invertebrates,15
2018,Ethiopia,Plants,47
2018,Ethiopia,Total,157
2018,Ethiopia,Vertebrates,95
2018,Falkland Islands (Malvinas),Invertebrates,0
2018,Falkland Islands (Malvinas),Plants,5
2018,Falkland Islands (Malvinas),Total,22
2018,Falkland Islands (Malvinas),Vertebrates,17
2018,Faroe Islands,Invertebrates,0
2018,Faroe Islands,Plants,1
2018,Faroe Islands,Total,23
2018,Faroe Islands,Vertebrates,22
2018,Fiji,Invertebrates,165
2018,Fiji,Plants,78
2018,Fiji,Total,298
2018,Fiji,Vertebrates,55
2018,Finland,Invertebrates,10
2018,Finland,Plants,8
2018,Finland,Total,37
2018,Finland,Vertebrates,19
2018,France,Invertebrates,160
2018,France,Plants,55
2018,France,Total,299
2018,France,Vertebrates,84
2018,French Guiana,Invertebrates,0
2018,French Guiana,Plants,18
2018,French Guiana,Total,74
2018,French Guiana,Vertebrates,56
2018,French Polynesia,Invertebrates,62
2018,French Polynesia,Plants,48
2018,French Polynesia,Total,176
2018,French Polynesia,Vertebrates,66
2018,French Southern Territories,Invertebrates,0
2018,French Southern Territories,Plants,0
2018,French Southern Territories,Total,25
2018,French Southern Territories,Vertebrates,25
2018,Gabon,Invertebrates,4
2018,Gabon,Plants,172
2018,Gabon,Total,283
2018,Gabon,Vertebrates,107
2018,Gambia,Invertebrates,2
2018,Gambia,Plants,5
2018,Gambia,Total,70
2018,Gambia,Vertebrates,63
2018,Georgia,Invertebrates,15
2018,Georgia,Plants,63
2018,Georgia,Total,120
2018,Georgia,Vertebrates,42
2018,Germany,Invertebrates,61
2018,Germany,Plants,43
2018,Germany,Total,144
2018,Germany,Vertebrates,40
2018,Ghana,Invertebrates,5
2018,Ghana,Plants,118
2018,Ghana,Total,241
2018,Ghana,Vertebrates,118
2018,Gibraltar,Invertebrates,5
2018,Gibraltar,Plants,1
2018,Gibraltar,Total,34
2018,Gibraltar,Vertebrates,28
2018,Greece,Invertebrates,308
2018,Greece,Plants,71
2018,Greece,Total,502
2018,Greece,Vertebrates,123
2018,Greenland,Invertebrates,0
2018,Greenland,Plants,1
2018,Greenland,Total,25
2018,Greenland,Vertebrates,24
2018,Grenada,Invertebrates,10
2018,Grenada,Plants,3
2018,Grenada,Total,55
2018,Grenada,Vertebrates,42
2018,Guadeloupe,Invertebrates,16
2018,Guadeloupe,Plants,9
2018,Guadeloupe,Total,75
2018,Guadeloupe,Vertebrates,50
2018,Guam,Invertebrates,60
2018,Guam,Plants,4
2018,Guam,Total,99
2018,Guam,Vertebrates,35
2018,Guatemala,Invertebrates,13
2018,Guatemala,Plants,113
2018,Guatemala,Total,301
2018,Guatemala,Vertebrates,175
2018,Guernsey,Invertebrates,0
2018,Guernsey,Plants,0
2018,Guernsey,Total,5
2018,Guernsey,Vertebrates,5
2018,Guinea,Invertebrates,8
2018,Guinea,Plants,69
2018,Guinea,Total,215
2018,Guinea,Vertebrates,138
2018,Guinea-Bissau,Invertebrates,2
2018,Guinea-Bissau,Plants,5
2018,Guinea-Bissau,Total,80
2018,Guinea-Bissau,Vertebrates,73
2018,Guyana,Invertebrates,1
2018,Guyana,Plants,26
2018,Guyana,Total,100
2018,Guyana,Vertebrates,73
2018,Haiti,Invertebrates,14
2018,Haiti,Plants,80
2018,Haiti,Total,247
2018,Haiti,Vertebrates,153
2018,Heard Is. and McDonald Is.,Invertebrates,0
2018,Heard Is. and McDonald Is.,Plants,0
2018,Heard Is. and McDonald Is.,Total,12
2018,Heard Is. and McDonald Is.,Vertebrates,12
2018,Holy See,Invertebrates,0
2018,Holy See,Plants,0
2018,Holy See,Total,1
2018,Holy See,Vertebrates,1
2018,Honduras,Invertebrates,21
2018,Honduras,Plants,131
2018,Honduras,Total,309
2018,Honduras,Vertebrates,157
2018,Hungary,Invertebrates,34
2018,Hungary,Plants,45
2018,Hungary,Total,105
2018,Hungary,Vertebrates,26
2018,Iceland,Invertebrates,0
2018,Iceland,Plants,0
2018,Iceland,Total,29
2018,Iceland,Vertebrates,29
2018,India,Invertebrates,135
2018,India,Plants,392
2018,India,Total,1067
2018,India,Vertebrates,540
2018,Indonesia,Invertebrates,287
2018,Indonesia,Plants,436
2018,Indonesia,Total,1295
2018,Indonesia,Vertebrates,572
2018,Iran,Invertebrates,24
2018,Iran,Plants,5
2018,Iran,Total,140
2018,Iran,Vertebrates,111
2018,Iraq,Invertebrates,17
2018,Iraq,Plants,2
2018,Iraq,Total,73
2018,Iraq,Vertebrates,54
2018,Ireland,Invertebrates,6
2018,Ireland,Plants,5
2018,Ireland,Total,53
2018,Ireland,Vertebrates,42
2018,Isle of Man,Invertebrates,0
2018,Isle of Man,Plants,0
2018,Isle of Man,Total,3
2018,Isle of Man,Vertebrates,3
2018,Israel,Invertebrates,74
2018,Israel,Plants,23
2018,Israel,Total,188
2018,Israel,Vertebrates,91
2018,Italy,Invertebrates,222
2018,Italy,Plants,109
2018,Italy,Total,420
2018,Italy,Vertebrates,89
2018,Jamaica,Invertebrates,15
2018,Jamaica,Plants,214
2018,Jamaica,Total,316
2018,Jamaica,Vertebrates,87
2018,Japan,Invertebrates,174
2018,Japan,Plants,50
2018,Japan,Total,422
2018,Japan,Vertebrates,198
2018,Jersey,Invertebrates,1
2018,Jersey,Plants,0
2018,Jersey,Total,6
2018,Jersey,Vertebrates,5
2018,Jordan,Invertebrates,61
2018,Jordan,Plants,8
2018,Jordan,Total,117
2018,Jordan,Vertebrates,48
2018,Kazakhstan,Invertebrates,7
2018,Kazakhstan,Plants,14
2018,Kazakhstan,Total,80
2018,Kazakhstan,Vertebrates,59
2018,Kenya,Invertebrates,87
2018,Kenya,Plants,234
2018,Kenya,Total,490
2018,Kenya,Vertebrates,169
2018,Kiribati,Invertebrates,81
2018,Kiribati,Plants,0
2018,Kiribati,Total,104
2018,Kiribati,Vertebrates,23
2018,Kuwait,Invertebrates,13
2018,Kuwait,Plants,0
2018,Kuwait,Total,52
2018,Kuwait,Vertebrates,39
2018,Kyrgyzstan,Invertebrates,4
2018,Kyrgyzstan,Plants,13
2018,Kyrgyzstan,Total,43
2018,Kyrgyzstan,Vertebrates,26
2018,Laos,Invertebrates,21
2018,Laos,Plants,54
2018,Laos,Total,224
2018,Laos,Vertebrates,149
2018,Latvia,Invertebrates,12
2018,Latvia,Plants,1
2018,Latvia,Total,31
2018,Latvia,Vertebrates,18
2018,Lebanon,Invertebrates,18
2018,Lebanon,Plants,24
2018,Lebanon,Total,99
2018,Lebanon,Vertebrates,57
2018,Lesotho,Invertebrates,3
2018,Lesotho,Plants,4
2018,Lesotho,Total,20
2018,Lesotho,Vertebrates,13
2018,Liberia,Invertebrates,10
2018,Liberia,Plants,53
2018,Liberia,Total,175
2018,Liberia,Vertebrates,112
2018,Libya,Invertebrates,4
2018,Libya,Plants,5
2018,Libya,Total,65
2018,Libya,Vertebrates,56
2018,Liechtenstein,Invertebrates,6
2018,Liechtenstein,Plants,0
2018,Liechtenstein,Total,8
2018,Liechtenstein,Vertebrates,2
2018,Lithuania,Invertebrates,8
2018,Lithuania,Plants,2
2018,Lithuania,Total,28
2018,Lithuania,Vertebrates,18
2018,Luxembourg,Invertebrates,7
2018,Luxembourg,Plants,0
2018,Luxembourg,Total,11
2018,Luxembourg,Vertebrates,4
2018,Madagascar,Invertebrates,194
2018,Madagascar,Plants,871
2018,Madagascar,Total,1616
2018,Madagascar,Vertebrates,551
2018,Malawi,Invertebrates,14
2018,Malawi,Plants,26
2018,Malawi,Total,176
2018,Malawi,Vertebrates,136
2018,Malaysia,Invertebrates,265
2018,Malaysia,Plants,712
2018,Malaysia,Total,1257
2018,Malaysia,Vertebrates,280
2018,Maldives,Invertebrates,46
2018,Maldives,Plants,0
2018,Maldives,Total,75
2018,Maldives,Vertebrates,29
2018,Mali,Invertebrates,0
2018,Mali,Plants,11
2018,Mali,Total,46
2018,Mali,Vertebrates,35
2018,Malta,Invertebrates,5
2018,Malta,Plants,4
2018,Malta,Total,39
2018,Malta,Vertebrates,30
2018,Marshall Islands,Invertebrates,73
2018,Marshall Islands,Plants,0
2018,Marshall Islands,Total,101
2018,Marshall Islands,Vertebrates,28
2018,Martinique,Invertebrates,2
2018,Martinique,Plants,9
2018,Martinique,Total,48
2018,Martinique,Vertebrates,37
2018,Mauritania,Invertebrates,3
2018,Mauritania,Plants,0
2018,Mauritania,Total,88
2018,Mauritania,Vertebrates,85
2018,Mauritius,Invertebrates,120
2018,Mauritius,Plants,91
2018,Mauritius,Total,259
2018,Mauritius,Vertebrates,48
2018,Mayotte,Invertebrates,70
2018,Mayotte,Plants,3
2018,Mayotte,Total,92
2018,Mayotte,Vertebrates,19
2018,Mexico,Invertebrates,106
2018,Mexico,Plants,450
2018,Mexico,Total,1213
2018,Mexico,Vertebrates,657
2018,Micronesia (Fed. States of),Invertebrates,114
2018,Micronesia (Fed. States of),Plants,4
2018,Micronesia (Fed. States of),Total,168
2018,Micronesia (Fed. States of),Vertebrates,50
2018,Monaco,Invertebrates,3
2018,Monaco,Plants,1
2018,Monaco,Total,22
2018,Monaco,Vertebrates,18
2018,Mongolia,Invertebrates,3
2018,Mongolia,Plants,0
2018,Mongolia,Total,40
2018,Mongolia,Vertebrates,37
2018,Montenegro,Invertebrates,42
2018,Montenegro,Plants,3
2018,Montenegro,Total,101
2018,Montenegro,Vertebrates,56
2018,Montserrat,Invertebrates,11
2018,Montserrat,Plants,6
2018,Montserrat,Total,56
2018,Montserrat,Vertebrates,39
2018,Morocco,Invertebrates,69
2018,Morocco,Plants,49
2018,Morocco,Total,223
2018,Morocco,Vertebrates,105
2018,Mozambique,Invertebrates,67
2018,Mozambique,Plants,122
2018,Mozambique,Total,321
2018,Mozambique,Vertebrates,132
2018,Myanmar,Invertebrates,77
2018,Myanmar,Plants,61
2018,Myanmar,Total,325
2018,Myanmar,Vertebrates,187
2018,Namibia,Invertebrates,4
2018,Namibia,Plants,27
2018,Namibia,Total,116
2018,Namibia,Vertebrates,85
2018,Nauru,Invertebrates,68
2018,Nauru,Plants,0
2018,Nauru,Total,82
2018,Nauru,Vertebrates,14
2018,Nepal,Invertebrates,3
2018,Nepal,Plants,17
2018,Nepal,Total,104
2018,Nepal,Vertebrates,84
2018,Netherlands,Invertebrates,11
2018,Netherlands,Plants,4
2018,Netherlands,Total,43
2018,Netherlands,Vertebrates,28
2018,New Caledonia,Invertebrates,125
2018,New Caledonia,Plants,350
2018,New Caledonia,Total,592
2018,New Caledonia,Vertebrates,117
2018,New Zealand,Invertebrates,61
2018,New Zealand,Plants,24
2018,New Zealand,Total,216
2018,New Zealand,Vertebrates,131
2018,Nicaragua,Invertebrates,20
2018,Nicaragua,Plants,50
2018,Nicaragua,Total,149
2018,Nicaragua,Vertebrates,79
2018,Niger,Invertebrates,1
2018,Niger,Plants,3
2018,Niger,Total,36
2018,Niger,Vertebrates,32
2018,Nigeria,Invertebrates,13
2018,Nigeria,Plants,203
2018,Nigeria,Total,364
2018,Nigeria,Vertebrates,148
2018,Niue,Invertebrates,30
2018,Niue,Plants,0
2018,Niue,Total,52
2018,Niue,Vertebrates,22
2018,Norfolk Island,Invertebrates,23
2018,Norfolk Island,Plants,2
2018,Norfolk Island,Total,44
2018,Norfolk Island,Vertebrates,19
2018,North Macedonia,Invertebrates,86
2018,North Macedonia,Plants,5
2018,North Macedonia,Total,125
2018,North Macedonia,Vertebrates,34
2018,Northern Mariana Islands,Plants,5
2018,Northern Mariana Islands,Total,102
2018,Northern Mariana Islands,Vertebrates,40
2018,Norway,Invertebrates,10
2018,Norway,Plants,21
2018,Norway,Total,73
2018,Norway,Vertebrates,42
2018,Oman,Invertebrates,31
2018,Oman,Plants,6
2018,Oman,Total,105
2018,Oman,Vertebrates,68
2018,Other non-specified areas,Invertebrates,128
2018,Other non-specified areas,Plants,85
2018,Other non-specified areas,Total,342
2018,Other non-specified areas,Vertebrates,129
2018,Pakistan,Invertebrates,18
2018,Pakistan,Plants,12
2018,Pakistan,Total,145
2018,Pakistan,Vertebrates,115
2018,Palau,Invertebrates,146
2018,Palau,Plants,4
2018,Palau,Total,184
2018,Palau,Vertebrates,34
2018,Panama,Invertebrates,22
2018,Panama,Plants,211
2018,Panama,Total,387
2018,Panama,Vertebrates,154
2018,Papua New Guinea,Invertebrates,180
2018,Papua New Guinea,Plants,158
2018,Papua New Guinea,Total,499
2018,Papua New Guinea,Vertebrates,161
2018,Paraguay,Invertebrates,0
2018,Paraguay,Plants,19
2018,Paraguay,Total,62
2018,Paraguay,Vertebrates,43
2018,Peru,Invertebrates,8
2018,Peru,Plants,328
2018,Peru,Total,713
2018,Peru,Vertebrates,377
2018,Philippines,Invertebrates,238
2018,Philippines,Plants,245
2018,Philippines,Total,785
2018,Philippines,Vertebrates,302
2018,Pitcairn,Invertebrates,16
2018,Pitcairn,Plants,7
2018,Pitcairn,Total,44
2018,Pitcairn,Vertebrates,21
2018,Poland,Invertebrates,28
2018,Poland,Plants,14
2018,Poland,Total,66
2018,Poland,Vertebrates,24
2018,Portugal,Invertebrates,197
2018,Portugal,Plants,104
2018,Portugal,Total,399
2018,Portugal,Vertebrates,98
2018,Puerto Rico,Invertebrates,0
2018,Puerto Rico,Plants,63
2018,Puerto Rico,Total,135
2018,Puerto Rico,Vertebrates,72
2018,Qatar,Invertebrates,13
2018,Qatar,Plants,0
2018,Qatar,Total,45
2018,Qatar,Vertebrates,32
2018,South Korea,Invertebrates,8
2018,South Korea,Plants,32
2018,South Korea,Total,118
2018,South Korea,Vertebrates,78
2018,Moldova,Invertebrates,6
2018,Moldova,Plants,2
2018,Moldova,Total,34
2018,Moldova,Vertebrates,26
2018,Romania,Invertebrates,68
2018,Romania,Plants,7
2018,Romania,Total,125
2018,Romania,Vertebrates,50
2018,Russia,Invertebrates,39
2018,Russia,Plants,60
2018,Russia,Total,238
2018,Russia,Vertebrates,139
2018,Rwanda,Invertebrates,4
2018,Rwanda,Plants,41
2018,Rwanda,Total,97
2018,Rwanda,Vertebrates,52
2018,R�union,Invertebrates,89
2018,R�union,Plants,18
2018,R�union,Total,131
2018,R�union,Vertebrates,24
2018,Saint Barthelemy,Invertebrates,11
2018,Saint Barthelemy,Plants,2
2018,Saint Barthelemy,Total,32
2018,Saint Barthelemy,Vertebrates,19
2018,Saint Helena,Invertebrates,33
2018,Saint Helena,Plants,44
2018,Saint Helena,Total,118
2018,Saint Helena,Vertebrates,41
2018,Saint Kitts and Nevis,Invertebrates,10
2018,Saint Kitts and Nevis,Plants,2
2018,Saint Kitts and Nevis,Total,52
2018,Saint Kitts and Nevis,Vertebrates,40
2018,Saint Lucia,Invertebrates,11
2018,Saint Lucia,Plants,6
2018,Saint Lucia,Total,62
2018,Saint Lucia,Vertebrates,45
2018,Saint Martin (French part),Invertebrates,10
2018,Saint Martin (French part),Plants,3
2018,Saint Martin (French part),Total,53
2018,Saint Martin (French part),Vertebrates,40
2018,Saint Pierre and Miquelon,Invertebrates,0
2018,Saint Pierre and Miquelon,Plants,0
2018,Saint Pierre and Miquelon,Total,14
2018,Saint Pierre and Miquelon,Vertebrates,14
2018,Saint Vincent & Grenadines,Invertebrates,10
2018,Saint Vincent & Grenadines,Plants,5
2018,Saint Vincent & Grenadines,Total,59
2018,Saint Vincent & Grenadines,Vertebrates,44
2018,Samoa,Invertebrates,62
2018,Samoa,Plants,2
2018,Samoa,Total,93
2018,Samoa,Vertebrates,29
2018,San Marino,Invertebrates,1
2018,San Marino,Plants,0
2018,San Marino,Total,1
2018,San Marino,Vertebrates,0
2018,Sao Tome and Principe,Invertebrates,4
2018,Sao Tome and Principe,Plants,49
2018,Sao Tome and Principe,Total,104
2018,Sao Tome and Principe,Vertebrates,51
2018,Saudi Arabia,Invertebrates,59
2018,Saudi Arabia,Plants,4
2018,Saudi Arabia,Total,132
2018,Saudi Arabia,Vertebrates,69
2018,Senegal,Invertebrates,13
2018,Senegal,Plants,13
2018,Senegal,Total,127
2018,Senegal,Vertebrates,101
2018,Republic of Serbia,Invertebrates,35
2018,Republic of Serbia,Plants,7
2018,Republic of Serbia,Total,77
2018,Republic of Serbia,Vertebrates,35
2018,Seychelles,Invertebrates,320
2018,Seychelles,Plants,61
2018,Seychelles,Total,439
2018,Seychelles,Vertebrates,58
2018,Sierra Leone,Invertebrates,8
2018,Sierra Leone,Plants,71
2018,Sierra Leone,Total,184
2018,Sierra Leone,Vertebrates,105
2018,Singapore,Invertebrates,173
2018,Singapore,Plants,60
2018,Singapore,Total,300
2018,Singapore,Vertebrates,67
2018,Sint Maarten (Dutch part),Invertebrates,10
2018,Sint Maarten (Dutch part),Plants,3
2018,Sint Maarten (Dutch part),Total,53
2018,Sint Maarten (Dutch part),Vertebrates,40
2018,Slovakia,Invertebrates,32
2018,Slovakia,Plants,28
2018,Slovakia,Total,81
2018,Slovakia,Vertebrates,21
2018,Slovenia,Invertebrates,83
2018,Slovenia,Plants,11
2018,Slovenia,Total,147
2018,Slovenia,Vertebrates,53
2018,Solomon Islands,Invertebrates,151
2018,Solomon Islands,Plants,16
2018,Solomon Islands,Total,242
2018,Solomon Islands,Vertebrates,75
2018,Somalia,Invertebrates,62
2018,Somalia,Plants,46
2018,Somalia,Total,179
2018,Somalia,Vertebrates,71
2018,South Africa,Invertebrates,208
2018,South Africa,Plants,151
2018,South Africa,Total,607
2018,South Africa,Vertebrates,248
2018,South Georgia & Sandwich Is.,Invertebrates,0
2018,South Georgia & Sandwich Is.,Plants,0
2018,South Georgia & Sandwich Is.,Total,9
2018,South Georgia & Sandwich Is.,Vertebrates,9
2018,South Sudan,Invertebrates,1
2018,South Sudan,Plants,16
2018,South Sudan,Total,53
2018,South Sudan,Vertebrates,36
2018,Spain,Invertebrates,288
2018,Spain,Plants,251
2018,Spain,Total,681
2018,Spain,Vertebrates,142
2018,Sri Lanka,Invertebrates,130
2018,Sri Lanka,Plants,294
2018,Sri Lanka,Total,596
2018,Sri Lanka,Vertebrates,172
2018,State of Palestine,Invertebrates,4
2018,State of Palestine,Plants,6
2018,State of Palestine,Total,36
2018,State of Palestine,Vertebrates,26
2018,Sudan,Invertebrates,50
2018,Sudan,Plants,17
2018,Sudan,Total,140
2018,Sudan,Vertebrates,73
2018,Suriname,Invertebrates,1
2018,Suriname,Plants,27
2018,Suriname,Total,85
2018,Suriname,Vertebrates,57
2018,Svalbard and Jan Mayen Is.,Invertebrates,0
2018,Svalbard and Jan Mayen Is.,Plants,0
2018,Svalbard and Jan Mayen Is.,Total,9
2018,Svalbard and Jan Mayen Is.,Vertebrates,9
2018,Sweden,Invertebrates,16
2018,Sweden,Plants,15
2018,Sweden,Total,58
2018,Sweden,Vertebrates,27
2018,Switzerland,Invertebrates,47
2018,Switzerland,Plants,10
2018,Switzerland,Total,79
2018,Switzerland,Vertebrates,22
2018,Syria,Invertebrates,22
2018,Syria,Plants,26
2018,Syria,Total,139
2018,Syria,Vertebrates,91
2018,Tajikistan,Invertebrates,3
2018,Tajikistan,Plants,12
2018,Tajikistan,Total,47
2018,Tajikistan,Vertebrates,32
2018,Thailand,Invertebrates,211
2018,Thailand,Plants,155
2018,Thailand,Total,621
2018,Thailand,Vertebrates,255
2018,Timor-Leste,Invertebrates,1
2018,Timor-Leste,Plants,1
2018,Timor-Leste,Total,26
2018,Timor-Leste,Vertebrates,24
2018,Togo,Invertebrates,3
2018,Togo,Plants,12
2018,Togo,Total,85
2018,Togo,Vertebrates,70
2018,Tokelau,Invertebrates,35
2018,Tokelau,Plants,0
2018,Tokelau,Total,49
2018,Tokelau,Vertebrates,14
2018,Tonga,Invertebrates,47
2018,Tonga,Plants,5
2018,Tonga,Total,80
2018,Tonga,Vertebrates,28
2018,Trinidad and Tobago,Invertebrates,10
2018,Trinidad and Tobago,Plants,50
2018,Trinidad and Tobago,Total,118
2018,Trinidad and Tobago,Vertebrates,58
2018,Tunisia,Invertebrates,20
2018,Tunisia,Plants,10
2018,Tunisia,Total,101
2018,Tunisia,Vertebrates,71
2018,Turkey,Invertebrates,85
2018,Turkey,Plants,114
2018,Turkey,Total,400
2018,Turkey,Vertebrates,201
2018,Turkmenistan,Invertebrates,7
2018,Turkmenistan,Plants,4
2018,Turkmenistan,Total,57
2018,Turkmenistan,Vertebrates,46
2018,Turks and Caicos Islands,Invertebrates,10
2018,Turks and Caicos Islands,Plants,9
2018,Turks and Caicos Islands,Total,61
2018,Turks and Caicos Islands,Vertebrates,42
2018,Tuvalu,Invertebrates,78
2018,Tuvalu,Plants,0
2018,Tuvalu,Total,96
2018,Tuvalu,Vertebrates,18
2018,U.S. Minor Outlying islands,Invertebrates,47
2018,U.S. Minor Outlying islands,Plants,0
2018,U.S. Minor Outlying islands,Total,73
2018,U.S. Minor Outlying islands,Vertebrates,26
2018,Uganda,Invertebrates,30
2018,Uganda,Plants,64
2018,Uganda,Total,218
2018,Uganda,Vertebrates,124
2018,Ukraine,Invertebrates,38
2018,Ukraine,Plants,23
2018,Ukraine,Total,114
2018,Ukraine,Vertebrates,53
2018,United Arab Emirates,Invertebrates,15
2018,United Arab Emirates,Plants,0
2018,United Arab Emirates,Total,60
2018,United Arab Emirates,Vertebrates,45
2018,United Kingdom,Invertebrates,19
2018,United Kingdom,Plants,48
2018,United Kingdom,Total,131
2018,United Kingdom,Vertebrates,64
2018,United Republic of Tanzania,Invertebrates,129
2018,United Republic of Tanzania,Plants,632
2018,United Republic of Tanzania,Total,1121
2018,United Republic of Tanzania,Vertebrates,360
2018,United States of America,Invertebrates,580
2018,United States of America,Plants,498
2018,United States of America,Total,1540
2018,United States of America,Vertebrates,462
2018,United States Virgin Islands,Invertebrates,0
2018,United States Virgin Islands,Plants,17
2018,United States Virgin Islands,Total,63
2018,United States Virgin Islands,Vertebrates,46
2018,Uruguay,Invertebrates,2
2018,Uruguay,Plants,22
2018,Uruguay,Total,109
2018,Uruguay,Vertebrates,85
2018,Uzbekistan,Invertebrates,3
2018,Uzbekistan,Plants,16
2018,Uzbekistan,Total,62
2018,Uzbekistan,Vertebrates,43
2018,Vanuatu,Invertebrates,91
2018,Vanuatu,Plants,10
2018,Vanuatu,Total,139
2018,Vanuatu,Vertebrates,38
2018,Venezuela,Invertebrates,26
2018,Venezuela,Plants,81
2018,Venezuela,Total,335
2018,Venezuela,Vertebrates,228
2018,Vietnam,Invertebrates,152
2018,Vietnam,Plants,231
2018,Vietnam,Total,661
2018,Vietnam,Vertebrates,278
2018,Wallis and Futuna Islands,Invertebrates,64
2018,Wallis and Futuna Islands,Plants,1
2018,Wallis and Futuna Islands,Total,89
2018,Wallis and Futuna Islands,Vertebrates,24
2018,Western Sahara,Invertebrates,3
2018,Western Sahara,Plants,0
2018,Western Sahara,Total,51
2018,Western Sahara,Vertebrates,48
2018,Yemen,Invertebrates,68
2018,Yemen,Plants,163
2018,Yemen,Total,303
2018,Yemen,Vertebrates,72
2018,Zambia,Invertebrates,15
2018,Zambia,Plants,22
2018,Zambia,Total,91
2018,Zambia,Vertebrates,54
2018,Zimbabwe,Invertebrates,7
2018,Zimbabwe,Plants,46
2018,Zimbabwe,Total,95
2018,Zimbabwe,Vertebrates,42
2019,Afghanistan,Invertebrates,2
2019,Afghanistan,Plants,5
2019,Afghanistan,Total,40
2019,Afghanistan,Vertebrates,33
2019,Albania,Invertebrates,71
2019,Albania,Plants,5
2019,Albania,Total,137
2019,Albania,Vertebrates,61
2019,Algeria,Invertebrates,40
2019,Algeria,Plants,24
2019,Algeria,Total,145
2019,Algeria,Vertebrates,81
2019,American Samoa,Invertebrates,65
2019,American Samoa,Plants,1
2019,American Samoa,Total,95
2019,American Samoa,Vertebrates,29
2019,Andorra,Invertebrates,8
2019,Andorra,Plants,1
2019,Andorra,Total,15
2019,Andorra,Vertebrates,6
2019,Angola,Invertebrates,11
2019,Angola,Plants,36
2019,Angola,Total,158
2019,Angola,Vertebrates,111
2019,Anguilla,Invertebrates,10
2019,Anguilla,Plants,4
2019,Anguilla,Total,57
2019,Anguilla,Vertebrates,43
2019,Antarctica,Invertebrates,0
2019,Antarctica,Plants,0
2019,Antarctica,Total,6
2019,Antarctica,Vertebrates,6
2019,Antigua and Barbuda,Invertebrates,11
2019,Antigua and Barbuda,Plants,4
2019,Antigua and Barbuda,Total,59
2019,Antigua and Barbuda,Vertebrates,44
2019,Areas n.e.s,Invertebrates,1
2019,Areas n.e.s,Total,8
2019,Areas n.e.s,Vertebrates,7
2019,Argentina,Invertebrates,14
2019,Argentina,Plants,75
2019,Argentina,Total,279
2019,Argentina,Vertebrates,190
2019,Armenia,Invertebrates,9
2019,Armenia,Plants,76
2019,Armenia,Total,119
2019,Armenia,Vertebrates,34
2019,Aruba,Invertebrates,2
2019,Aruba,Plants,3
2019,Aruba,Total,38
2019,Aruba,Vertebrates,33
2019,Australia,Invertebrates,545
2019,Australia,Plants,108
2019,Australia,Total,1016
2019,Australia,Vertebrates,363
2019,Austria,Invertebrates,74
2019,Austria,Plants,68
2019,Austria,Total,170
2019,Austria,Vertebrates,28
2019,Azerbaijan,Invertebrates,7
2019,Azerbaijan,Plants,45
2019,Azerbaijan,Total,101
2019,Azerbaijan,Vertebrates,49
2019,Bahamas,Invertebrates,12
2019,Bahamas,Plants,12
2019,Bahamas,Total,95
2019,Bahamas,Vertebrates,71
2019,Bahrain,Invertebrates,13
2019,Bahrain,Plants,0
2019,Bahrain,Total,46
2019,Bahrain,Vertebrates,33
2019,Bangladesh,Invertebrates,7
2019,Bangladesh,Plants,23
2019,Bangladesh,Total,158
2019,Bangladesh,Vertebrates,128
2019,Barbados,Invertebrates,11
2019,Barbados,Plants,3
2019,Barbados,Total,58
2019,Barbados,Vertebrates,44
2019,Belarus,Invertebrates,10
2019,Belarus,Plants,3
2019,Belarus,Total,28
2019,Belarus,Vertebrates,15
2019,Belgium,Invertebrates,15
2019,Belgium,Plants,17
2019,Belgium,Total,55
2019,Belgium,Vertebrates,23
2019,Belize,Invertebrates,12
2019,Belize,Plants,46
2019,Belize,Total,131
2019,Belize,Vertebrates,73
2019,Benin,Invertebrates,3
2019,Benin,Plants,21
2019,Benin,Total,101
2019,Benin,Vertebrates,77
2019,Bermuda,Invertebrates,28
2019,Bermuda,Plants,8
2019,Bermuda,Total,75
2019,Bermuda,Vertebrates,39
2019,Bhutan,Invertebrates,1
2019,Bhutan,Plants,43
2019,Bhutan,Total,99
2019,Bhutan,Vertebrates,55
2019,Bolivia,Invertebrates,3
2019,Bolivia,Plants,112
2019,Bolivia,Total,244
2019,Bolivia,Vertebrates,129
2019,"Bonaire, St. Eustatius & Saba",Invertebrates,11
2019,"Bonaire, St. Eustatius & Saba",Plants,3
2019,"Bonaire, St. Eustatius & Saba",Total,58
2019,"Bonaire, St. Eustatius & Saba",Vertebrates,44
2019,Bosnia and Herzegovina,Invertebrates,42
2019,Bosnia and Herzegovina,Plants,6
2019,Bosnia and Herzegovina,Total,98
